,sample,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50,PC_51,PC_52,PC_53,PC_54,PC_55,PC_56,PC_57,PC_58,PC_59,PC_60,PC_61,PC_62,treatment-group,time-point-day
11T0,11T0,0.213098020270335,-0.0227672285959295,0.0426023894076844,0.156983659698284,0.0718598328025206,-0.0033553450383113,0.0101550647909618,-0.0257845035251206,0.0246223730080784,-0.0246069927767546,0.0102281853532962,-0.0255246882348744,0.0414180934567704,0.000792123412455895,-0.000263650496447086,-0.0177942440809294,-7.90889475653219e-05,0.0168323363869061,-0.00823808561401345,-0.0186544740888451,0.022689875389447,-0.00379750461309257,-0.0088130002730351,-0.0234741644012695,-6.57490616073304e-05,-0.0117377167584512,-0.0343851497326106,-0.0210517208681137,-0.0147186651666854,-0.0032401991661032,0.0294683839758606,0.0275113223470596,0.0372096383114073,-0.000435832033412806,-0.00167091698509468,-0.00988309721830417,0.00673500907217387,0.022673948099531,0.00140314563314581,-0.0609555742070411,0.0102332166328929,0.0190198056594112,0.0353924976315277,0.0825795148835238,0.031639872336792,-0.00660861812159168,0.0260899288733797,0.000982276778218294,0.0399555251396841,0.0171546882919127,-0.0316633323605327,-0.0230491237757125,-0.00787929864807795,0.0100267495220764,0.002756378754,0.00254185813594261,-0.00185313369602553,-0.00665880052572595,-0.00394335158123452,0.00279600528612773,-0.00456826548982022,0.000240245341562109,WT,0
12T0,12T0,0.131394951824889,-0.0505279744384536,0.0534791650014256,0.16929336391666,0.0300824883029448,-0.0333558378361808,0.000605794640293859,-0.0233153354223302,0.0375634025551315,-0.0565085416385907,-0.00311452323089676,0.0239901221007965,0.00485779494616971,-0.0643808676607956,0.050127511602814,-0.0757001598469532,0.0702299645124448,-0.04131200686446,0.0456998870032803,-0.0305056548032463,0.0540876378642911,0.00307697295879718,-0.0440185495754514,-0.019975786878875,-0.0235180329121729,0.0108976166905036,0.00480219922416749,-0.0027876185163097,0.00603831786379335,-0.018664961482552,-0.0550087057306818,-0.0502927818826858,-0.0292993048629537,-0.0139681299353757,-0.00708166272892438,0.0388376785305511,0.0321338725889163,0.0633163442988282,-0.00218920375921921,0.0287720927684835,-0.0101177657954269,-0.00313269187258605,0.000180176120100821,0.00766241253652029,0.0289479802846135,-0.00887902586581795,0.0190699427177046,0.018867423692438,-0.0344953735349825,-0.0231851352346808,-0.0185803485017466,-0.00169072327549167,0.0209382219507183,-0.0112452013383809,0.0023402092120462,-0.00616985018644406,-0.00639260809974246,-0.00193043555166937,-0.00358784742865151,-0.0039534722615692,-0.00632260385068922,-0.00281775214089649,WT,0
13T0,13T0,0.21250712427818,0.0767008727021627,-0.137011775604551,0.216476937918534,0.0383586258998833,-0.104066642373584,0.028573691332556,-0.0271337393593304,0.00816214899048986,0.127915804094492,0.0215928976596821,-0.136109501285978,0.0807867485226071,0.134968970658996,0.0770412711605926,0.0135332959318411,0.0396718474691756,-0.0117717522677242,-0.0465160932287618,-0.0285395019213176,-0.118333427506113,0.0753072335498625,0.0217767443985927,0.0415849897150779,-0.010557981543368,-0.0447484587896052,0.064734324051901,0.0291045488136067,-0.0263757736793896,0.00208815395827791,-0.0291527925187492,0.0417393135909315,-0.0344603652474089,-0.0133268267926075,-0.0238286860964213,0.00834624092279147,0.0180216112578761,0.00762330904809701,-0.0235187628693546,-0.0144038671443686,0.021478403491971,-0.0120081610423573,-0.00486061744662722,0.00189244175738651,-0.00593329980811371,0.00173938422217152,-0.0148056230887502,-0.00360206272494355,-0.0165494794926483,3.49093461451536e-05,0.00609373124034358,-0.00940202736455995,-0.00136484837085788,-0.0070822171994925,-0.00429897520630432,0.000348151802666346,-0.00738734202204763,0.00171834508505575,-0.00263611061425015,0.00198088305422287,-0.000795374446132115,-0.00126287933187351,WT,0
14T0,14T0,0.177877434526489,-0.0577205610730711,0.189502085677126,0.0103787221445586,0.0461507875290059,0.0372928075582934,-0.0164581151083742,0.0146903409977993,0.0341792596487524,-0.0296374583318137,-0.0288300321986474,0.0520227371752516,0.00786230748924672,-0.0237123265408407,0.0277482974537227,-0.015049957008016,0.0277632567635288,0.0241955395119525,0.0303320117972824,0.0242602015456209,0.00875913718038951,0.00666652054580977,0.0295335843689998,-0.0108647192252014,-0.03746695966049,-0.022089036649141,-0.0180604792660528,-0.00386619249801194,-0.0098483943319064,0.00684336285318104,0.003408122318766,0.0363964159573556,-0.0133711028368871,0.00375681040285888,-0.0265024290914704,-0.000913858725187069,-0.00446337586131054,0.0401029891340655,0.00338409179828384,-0.0346239266759672,-0.0308453649060229,-0.00797130573502785,0.0112416165392968,-0.016710431248838,-0.0369194807643449,0.0247162285288161,-0.0221811164199804,0.00197112695838101,0.00429964137131674,0.0182286119842351,-0.0317370790603922,-0.000883237156700008,-0.0073718280840678,0.0118640063932773,0.00613043251791442,0.000312180153821032,-0.0120619157158971,0.00953109539534829,0.00262142451130554,-0.00710629761396197,0.00695024786106471,-0.00102442966733527,WT,0
15T0,15T0,0.196605693049612,-0.0282111092930313,0.174187652426202,0.0191528731666911,0.0758302697084985,0.0105694332086545,-0.002072929489561,0.0662519248331154,0.0399200091783645,-0.0541938915083895,-0.0348655641500983,-0.0206535763638711,0.0150175180860744,-0.00363026583520355,0.0146217722424163,0.0498797346964194,0.0022903108719961,0.0157765298632458,-0.0110275155940986,0.00450259563117924,-0.0296638048086623,0.0113269505596682,0.00956666094616245,-0.0141145914726266,-0.0291070180122251,0.0213234256759947,0.00500041331613959,-0.086521510266357,-0.025548933762826,-0.0279563332317825,-0.000148461094669483,0.0178708022829554,0.0147617991409321,0.0152504090780746,-0.0105502906281691,-0.0174020750262042,-0.0306676338614618,0.048542892653876,-0.0030702639369674,0.0240674990294506,0.0478457838550166,-0.0369103750749897,-0.00624770053791546,0.011403771798682,-0.000579396899500245,-0.00780788689520909,0.00627366540295895,0.00966581842657339,0.00367322707676508,-0.0203428982669199,0.0269270711218546,0.0117115639352481,-0.00658551124287432,0.00904876497729604,-0.0214110549069435,0.0127443966533106,0.00511535202508929,-0.0071382878079931,-0.0032805182351961,-0.0109140659051814,0.00820991223998579,-0.00240631613514495,WT,0
16T0,16T0,0.179368867473784,-0.00590608988720453,-0.0411532554921713,0.201494577207946,0.0528185501955708,-0.0392560896226353,-0.0155813085129382,-0.0565406010295816,0.0121773356441332,-0.0490446381274418,-0.000623968508390598,-0.0536228786298791,-0.023033684856494,-0.0192366456214916,0.0473886502653136,-0.127238696156943,0.0616305806437823,-0.0049779587154931,-0.0122973037385444,-0.06310777841687,0.0238484869334241,0.0328577910934771,-0.032305262289794,-0.0226745781855412,0.000696445875639248,0.0196344867612564,0.0173687943771412,-0.0355275570994771,0.0608375880506107,0.01573748875079,0.00327089661712217,-0.0671278456823011,0.0346266467767935,-0.00166466816116437,0.0106940675078436,-0.0146553492532617,0.00498950813749784,-0.0541029975031336,-0.00527788990162023,-0.0262389480729626,0.0259083822994362,-0.0168525791061734,-0.00798834131250517,-0.0666879514539758,-0.00692827797221786,0.0108189116647909,-0.00399761964416199,-0.0115099124189063,0.0333673665492752,0.0174496054843338,-0.00863442671778049,0.00394631712936524,0.0113245774577102,0.00278350113028294,-0.0152423093921314,0.00608233128207364,0.00398303041295061,-0.00412962831157387,0.000999618201482355,0.00171957069285727,0.000902674303875133,0.00196469733711598,WT,0
17T0,17T0,0.228835130731557,-0.00854000030294217,0.127723842434419,0.105968735021583,0.115499376299136,0.0161367038640723,0.000723605635656154,0.00371520910483695,0.0376262940638522,-0.0445492595448918,-0.0561364915293958,-0.0174348422931537,0.00565773029948765,-0.00218776684376685,-0.0390714929739805,0.009568045957922,-0.00716281066324249,-0.0101638629362429,-0.0478083582443525,-0.0392386548238391,-0.00934734977596481,0.00579749437481858,-0.0434058883552078,0.0266091111579155,-0.00695965948337854,0.015109170435365,0.0146856205717148,-0.00425700113778931,0.0216265032207521,-0.0411464158372607,0.0496046830036972,0.0256108180370417,0.0173154409616205,6.56737269769607e-05,0.056415918971651,0.0189687275756197,-0.0205890978689216,-0.0145422962421373,-0.00545889222293576,-0.0152388592638274,-0.00567966704333159,0.0487697497183162,-0.0333856092932352,-0.00809959610033451,-0.0382686592547895,0.00987296202782332,-0.0212510380567525,0.0288705315379037,-0.00553521594809404,-0.0152436214707846,-0.00349977734670335,0.0224245096572203,-0.0169159746610665,-0.00585169522834388,0.0356081967724466,-2.53711991995035e-06,0.00313118100829273,0.00201472242372292,-0.0105954525629121,-0.00124289274709767,-0.00504418718123079,0.00172621502980877,WT,0
18T0,18T0,0.266349395576944,0.0137989664698336,0.178458985043926,0.0115119056403575,0.0863946688654392,0.0499179813698755,-0.0132206556385461,-0.00199672389911893,0.00594114799415027,-0.0238250786148017,-0.0537584748450361,0.00309862183185533,-0.00855076386954388,0.00201567984569062,-0.0616003824123138,0.0118275582474835,-0.0155000221968696,0.0172979756985887,-0.0384816968879586,-0.0306351093915274,-0.00171129077538769,0.00292368394319295,-0.00525620658031847,0.0171680969520827,0.00990438407565562,0.0309917079127755,0.040954098697325,0.0613840227603218,0.0133101113877828,0.0161880629263938,0.0467728300554754,0.0176112906613048,-0.0314496230551911,-0.0170315315966279,-0.0207865027730446,0.0388300782393732,-0.015396375497334,0.000915386578003897,0.0100600769213398,0.0307493085818778,-0.0383705908519759,0.00263638643522589,0.0203066374087227,-0.00779755329762283,0.0158628845452292,-0.000212002619555071,-0.0143514358330168,0.00842601143190975,-0.0197672000150259,-0.000366929989671428,-0.0196368190898694,6.35640253097904e-05,0.00619413301921292,0.00793783610750686,-0.0250560260419243,0.00540677237913883,0.00408560396059346,-0.0126108025394482,0.00684132041796726,-0.000821903919370321,-0.000764656246480701,0.000654721019604662,WT,0
19T0,19T0,0.174548754593514,-0.0415075520142766,0.191317158228313,0.045232309574442,0.0724714281287425,-0.0216008862003735,-0.0483131542415298,-0.00439447953457989,-0.00410752431418479,-0.081488637919423,-0.0575963408737168,0.0240062099455703,-0.00263474677727629,0.00479998718524535,-0.00291373527271947,0.0686107257610794,-0.00790792016844298,-0.047451973572804,-0.01856161965084,0.00152376702503238,-0.0119636716867506,-0.0250754514717419,0.0210934873562732,0.0192887483518407,0.0362642898000724,0.0158793577955453,-0.00493637324451202,0.0705653337171382,0.0232597392009581,0.0147737540371755,0.00895572512713801,-0.0301627762104125,0.011691747179561,-0.00318619567197417,0.0149681582999541,-0.024729090602331,0.0108433091619712,-0.00691968173715209,-0.000944098855810364,0.0146858759114366,0.0109618427878069,0.00508126712127788,-0.0309134200527221,0.0250602563463312,0.000807587228583358,0.019657578456159,0.0104106467599462,0.00162901106234853,0.00193509128063413,0.0132779076717147,0.0219480820091444,-0.017546129738483,0.0239547341138666,-0.0101860432083051,-0.00529661207427361,0.0114543415577167,-0.0139824934829325,-0.00766471089430449,-0.000128132691778019,0.0011778123090443,0.00492036290303524,-1.91892519182085e-05,WT,0
20T0,20T0,0.143286581460881,-0.060438422439486,0.143442751679744,0.121330976614615,0.0623220516988433,-0.0232944881224577,-0.0096043877759106,0.00192720313330366,-0.0233546172713766,-0.062470321159744,-0.0102068116506051,0.0805019601529377,-0.0109299345385736,0.0310610883231834,-0.0174169240711581,0.0199539591850929,-0.0292429041119122,-0.0474452161625527,-0.0156692801480263,0.00335547190050506,0.00166516054399426,-0.0133922660088982,-0.0276939483696006,0.0448589982172444,0.037759783785116,0.00204809052073742,-0.0056065874325595,-1.10852782026347e-05,-0.0350165713583941,0.0244651063057485,0.00845421493873219,0.00338948214622185,-0.044845438083525,-0.0214380611677282,-0.00125127244864424,0.0127601843636539,0.000484697935127817,0.0072644630086165,-0.00759933378552499,-0.0195416828297908,0.0340192747033785,0.0332394967185049,0.0216736432151911,-0.0226040415980754,0.0113616897972606,0.0161020237377044,-0.00390394479026424,0.0283552851515024,0.0095713224065283,0.0136065060080368,0.0109611343269562,-0.0104045792797508,-0.0136905977644686,-0.004975625644721,-0.0223895768877229,0.00331470469175702,0.0070619453639218,0.0208908095004404,0.0133527600839045,0.00692237622990313,-0.0015245310930505,-0.00151434487538489,WT,0
1T1,1T1,-0.220582199476098,-0.0950026527922408,0.0551745245470864,0.0515849572061653,0.032884841296787,0.0131115674972763,0.126224857011729,0.0309569237462704,-0.0519128784434221,0.0188454312799828,0.0974367854147516,-0.0714902428228673,-0.0581969890730375,-0.0665192717647117,-0.0862155638261469,-0.00132453135048215,-0.0245133857585985,0.0232368214045638,0.0125670080935036,-0.0718693392658849,-0.0398102187077168,0.0442737005049114,-0.0729071828182079,0.0477038442436794,-0.0566210037915229,0.00490226044904453,0.00466084727270025,0.000383127382730678,0.00152215917605623,0.00587426680285232,-0.0289562377979448,0.00075151901472114,0.0284817387394302,-0.0300600866893454,0.00675600927832023,-0.0560340756785998,0.0224849328954525,-0.00377820717994328,0.0101518229525768,0.0188454220664894,-0.0282677740831945,-0.0244552899753144,-0.00459541301840975,0.0174807084415617,0.000572244385160364,0.0286471362872762,0.0294255485320968,0.0176252372837594,-0.0197161483996897,0.00837150556894837,-0.00232180900194529,-0.0127370672786813,-0.0171549011461381,0.00700491991894965,0.00785504090047081,0.00990890190274602,0.00671215323166145,0.00785256616446763,0.006480301683136,0.000372109293964764,0.00470394746459557,0.00444708285270163,spTEM1,1
2T1,2T1,-0.275087193632499,-0.140497712554223,0.0787627988620996,0.0272141097131747,-0.0383633993525318,-0.0552911948511116,-0.0294018712263928,0.0137856613885413,-0.0652991281630385,0.0150461277532322,-0.0148130865252943,-0.0335565188927214,-0.0203196773767675,-0.0354802842151588,0.000788429293384876,0.0357665052590306,-0.0170033041903407,0.0113083054974123,0.0017034447254895,0.0124475842871686,0.0264270286339892,0.0257489342866914,0.0558762757610003,-0.0371190364146314,-0.0453303493166508,-3.64588234997766e-05,0.0283808529025197,0.0325740801026122,0.0311160411565103,0.00420374489053469,0.0194779359828276,-0.00291030702119267,-0.00138322985796527,-0.0177105211398884,0.0487260222738137,0.0177708890445027,0.0391692318244098,-0.0195336962952756,0.0176065081024515,-0.00923829719731334,0.00839794055647407,-0.023488748724608,0.0138409017794742,0.00347969125965915,-0.00584837333733692,0.015951942947392,-0.00121395985611655,0.00816264234084809,0.00160837749164782,-0.0238700614687824,0.0177838857476828,-0.00520028529440694,-0.0163297602193571,0.0330648833399348,-0.00499423592600514,0.00442214016319719,0.00219395022739975,-0.0191963395895036,0.00348857570698423,-0.000420837305802792,-0.00883295987709422,-0.000862984873068739,spTEM1,1
